t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e
4.0,12.07,0.799,9.646,488,220.5046222,260.9094887,1.18,143.0,26.9,39.9,33.7,2.36,0.7,17.9,3.37,15.67,5.33,20.79,0.07,127,24,111,38.0,0,,0,REST,17.9,47,642,755,1652,68.8,1.15,0,17.7,0,0,1652,0,0.0,100.0,1.18,0,0.6,4.37,4.97,0.12,0.31,0.984,0,0,0,,5,95.8,0,1.33,39.46
5.0,48.78,0.475,23.171,37,1109.8846847,959.4696656,0.86,71.8,26.8,17.8,20.6,11.87,3.4,15.12,5.64,14.57,6.08,20.79,0.59,107,40,103,43.0,0,,0,REST,17.9,47,643,755,7753,323.0,5.38,0,82.9,0,3586,4167,0,46.3,53.7,0.86,0,0.5,0.73,1.23,0.41,0.0,1.365,1,0,0,,27,89.9,0,0.95,44.24
8.0,24.39,1.0,24.39,1145,825.8490602,780.344141,0.94,167.1,39.6,27.5,29.1,8.83,2.5,16.71,3.96,15.18,5.35,20.79,0.06,118,28,107,38.0,0,,0,REST,17.9,47,642,755,5874,244.8,4.08,0,62.8,0,1105,4769,0,18.8,81.2,0.94,0,1.06,1.4,2.46,0.43,0.22,1.387,3,0,0,,20,89.3,0,0.94,39.59
10.0,22.9,1.058,24.229,1237,802.5225983,752.6977957,0.94,177.9,40.7,28.2,30.1,8.58,2.5,16.81,3.85,15.33,5.25,20.8,0.06,119,27,109,37.0,0,,0,REST,17.9,47,642,755,5699,237.5,3.96,0,61.0,0,1208,4492,0,21.2,78.8,0.94,0,1.14,1.48,2.62,0.44,0.23,1.384,2,0,0,,20,89.4,0,0.93,38.95
14.0,17.86,1.758,31.393,1901,1047.4180635,1008.1963548,0.96,294.9,69.7,28.8,29.9,11.2,3.2,16.77,3.96,15.59,5.05,20.81,0.05,119,28,110,36.0,0,,0,REST,17.9,47,642,755,7479,311.6,5.19,1,80.0,0,956,6523,0,12.8,87.2,0.96,0,1.36,2.0,3.36,0.4,0.22,1.497,4,0,0,,26,86.3,0,1.29,37.67
19.0,10.85,2.026,21.982,1439,840.3601616,792.926275,0.94,327.7,90.3,25.3,26.8,8.99,2.6,16.17,4.46,14.75,5.73,20.78,0.06,115,32,104,41.0,0,,0,REST,17.9,46,642,755,5975,249.0,4.15,1,63.9,0,1151,4824,0,19.3,80.7,0.94,0,1.35,4.18,5.53,0.24,0.21,1.342,5,0,0,,21,90.4,0,1.5,42.01
23.0,14.6,1.452,21.197,1860,722.0045903,666.2050403,0.92,242.7,56.5,27.9,30.3,7.72,2.2,16.71,3.89,15.35,5.15,20.8,0.06,118,28,109,36.0,0,,0,REST,17.9,46,643,755,5110,212.9,3.55,1,54.7,0,1348,3762,0,26.4,73.6,0.92,0,1.62,2.49,4.11,0.39,0.23,1.326,4,0,0,,18,90.7,0,0.9,38.31
29.0,10.54,3.045,32.109,4052,927.5875596,958.3367219,1.03,525.7,112.3,33.8,32.7,9.92,2.8,17.26,3.69,16.09,4.85,20.81,0.05,122,26,114,34.0,0,,0,REST,17.9,46,642,755,6727,280.3,4.67,2,72.0,0,0,6727,0,0.0,100.0,1.03,0,2.88,2.81,5.69,0.51,0.26,1.507,6,0,0,,23,86.0,0,1.06,36.4
34.0,15.08,0.498,7.508,336,131.7208055,136.6778855,1.04,92.9,11.3,49.0,47.2,1.41,0.4,18.65,2.27,16.52,4.37,20.81,0.05,132,16,117,31.0,0,,0,REST,17.9,46,642,755,956,39.8,0.66,2,10.2,0,0,956,0,0.0,100.0,1.04,0,0.71,3.27,3.98,0.18,0.38,0.875,5,0,0,,3,96.7,0,0.7,33.34
43.0,8.76,2.702,23.667,1437,966.4477212,930.6979943,0.96,429.1,130.6,23.9,24.8,10.34,3.0,15.88,4.83,14.77,5.77,20.82,0.04,112,34,105,41.0,0,,0,REST,17.9,46,642,755,6902,287.6,4.79,2,73.8,0,871,6030,0,12.6,87.4,0.96,0,2.54,4.31,6.85,0.37,0.16,1.374,9,0,0,,24,89.7,0,1.06,42.26
49.0,11.49,1.856,21.333,1799,783.5317937,744.668821,0.95,304.0,79.9,26.2,27.6,8.38,2.4,16.38,4.3,15.31,5.34,20.81,0.05,116,30,108,38.0,0,,0,REST,17.9,46,642,755,5580,232.5,3.87,3,59.7,0,945,4635,0,16.9,83.1,0.95,0,2.52,2.7,5.22,0.48,0.19,1.329,6,0,0,,19,90.7,0,0.74,39.52
53.0,12.12,0.332,4.024,1254,53.9612439,47.4030198,0.88,63.8,4.9,58.9,67.0,0.58,0.2,19.22,1.48,17.63,3.02,20.81,0.04,136,10,125,21.0,0,,0,REST,17.9,46,642,755,378,15.8,0.26,3,4.0,0,157,221,0,41.5,58.5,0.88,0,3.62,1.33,4.95,0.73,0.37,0.605,4,0,0,,1,98.2,0,0.09,24.74
55.0,25.53,0.375,9.574,459,168.6008132,157.3522542,0.93,70.1,7.7,46.2,49.5,1.8,0.5,18.69,2.05,16.8,3.79,20.81,0.05,132,15,119,27.0,0,,0,REST,17.9,46,642,755,1196,49.8,0.83,3,12.8,0,272,924,0,22.8,77.2,0.93,0,0.75,1.6,2.35,0.32,0.32,0.981,2,0,0,,4,95.8,0,0.5,29.65
57.0,28.99,0.597,17.304,567,497.4183564,442.3055956,0.89,103.8,18.9,30.7,34.5,5.32,1.5,17.39,3.17,15.45,4.93,20.81,0.05,123,22,109,35.0,0,,0,REST,17.9,46,642,755,3494,145.6,2.43,3,37.4,0,1321,2173,0,37.8,62.2,0.89,0,0.79,1.28,2.07,0.38,0.28,1.238,2,0,0,,12,92.4,0,0.76,36.91
60.0,21.05,0.869,18.295,517,456.1753032,416.0688018,0.91,154.3,24.7,36.9,40.4,4.88,1.4,17.76,2.84,15.68,4.68,20.74,0.07,126,20,111,33.0,0,,0,REST,17.9,46,642,755,3221,134.2,2.24,3,34.4,0,966,2254,0,30.0,70.0,0.91,0,0.51,2.34,2.85,0.18,0.35,1.262,3,0,0,,11,92.0,0,1.7,35.32
63.0,27.27,0.736,20.073,173,749.3174763,615.1453683,0.82,120.4,29.2,24.2,29.5,8.01,2.3,16.36,3.97,14.52,5.51,20.74,0.23,116,28,103,39.0,0,,0,REST,17.9,46,642,755,5183,215.9,3.6,3,55.4,0,3167,2015,0,61.1,38.9,0.82,0,0.22,1.98,2.2,0.1,0.21,1.303,3,0,0,,19,91.2,0,3.35,40.61
65.0,32.43,1.036,33.6,765,1332.8308267,1111.3579011,0.83,166.5,42.5,23.5,28.2,14.25,4.1,16.07,4.1,14.21,5.68,20.74,0.07,114,29,101,40.0,0,,0,REST,17.9,46,642,755,9246,385.2,6.42,3,98.9,0,5243,4002,0,56.7,43.3,0.83,0,0.65,1.2,1.85,0.35,0.24,1.526,2,0,0,,33,85.3,0,1.59,41.69
70.0,13.64,2.13,29.045,1734,1245.3000472,1053.0055664,0.85,335.3,95.2,22.6,26.7,13.32,3.8,15.74,4.47,14.2,5.74,20.8,0.05,111,32,101,41.0,0,,0,REST,17.9,46,642,755,8662,360.9,6.01,4,92.6,0,4565,4097,0,52.7,47.3,0.85,0,1.44,2.96,4.4,0.33,0.21,1.463,5,0,0,,31,87.3,0,1.48,42.07
72.0,30.61,0.493,15.092,787,417.0472107,349.1708631,0.84,86.5,14.3,31.0,37.1,4.46,1.3,17.55,2.9,15.96,4.23,20.8,0.08,124,21,113,30.0,0,,0,REST,17.9,46,642,755,2895,120.6,2.01,4,31.0,0,1608,1287,0,55.5,44.5,0.84,0,0.94,1.02,1.96,0.48,0.23,1.179,2,0,0,,10,93.4,0,0.52,32.45
74.0,23.26,1.541,35.837,1263,1382.3151269,1195.6624797,0.86,249.8,63.6,24.7,28.6,14.78,4.2,16.21,4.13,14.76,5.39,20.78,0.06,115,29,105,38.0,0,,0,REST,17.9,46,642,755,9657,402.4,6.71,4,103.3,0,4450,5207,0,46.1,53.9,0.86,0,0.98,1.6,2.58,0.38,0.22,1.554,2,0,0,,34,84.3,0,1.57,39.84
78.0,16.62,1.72,28.587,1538,1076.4486389,951.6019392,0.88,280.2,71.0,25.5,28.8,11.51,3.3,16.29,4.13,14.84,5.38,20.77,0.07,115,29,105,38.0,0,,0,REST,17.9,46,642,755,7553,314.7,5.24,5,80.8,0,2990,4563,0,39.6,60.4,0.88,0,1.52,2.09,3.61,0.42,0.22,1.456,4,0,0,,27,87.5,0,1.13,39.78
81.0,21.43,1.322,28.329,958,1127.8455445,991.5382676,0.88,212.3,57.2,23.8,27.1,12.06,3.4,16.06,4.33,14.71,5.49,20.79,0.06,114,31,104,39.0,0,,0,REST,17.9,46,642,755,7905,329.4,5.49,5,84.5,0,3260,4644,0,41.2,58.8,0.88,0,1.15,1.65,2.8,0.41,0.19,1.452,3,0,0,,28,87.6,0,1.15,40.48
84.0,20.41,1.098,22.408,1366,694.0727351,630.3461454,0.91,187.5,38.2,30.2,33.3,7.42,2.1,17.08,3.48,15.73,4.76,20.78,0.05,121,25,111,34.0,0,,0,REST,17.9,46,643,755,4896,204.0,3.4,5,52.4,0,1534,3362,0,31.3,68.7,0.91,0,1.4,1.54,2.94,0.48,0.25,1.35,3,0,0,,17,90.2,0,0.78,35.83
88.0,13.95,0.951,13.27,1512,422.0217219,407.7975544,0.97,161.2,36.1,29.1,30.1,4.51,1.3,16.95,3.8,15.85,4.83,20.8,0.05,120,27,112,34.0,0,,0,REST,17.9,46,642,755,3016,125.7,2.09,5,32.3,0,347,2669,0,11.5,88.5,0.97,0,2.06,2.24,4.3,0.48,0.19,1.123,4,0,0,,10,94.2,0,0.46,36.27
92.0,16.62,1.335,22.188,1381,707.2828095,690.3808278,0.98,226.2,51.3,29.7,30.5,7.56,2.2,16.94,3.84,15.7,5.04,20.81,0.05,120,27,111,36.0,0,,0,REST,17.9,46,642,755,5066,211.1,3.52,6,54.2,0,413,4653,0,8.2,91.8,0.98,0,1.49,2.12,3.61,0.41,0.22,1.346,4,0,0,,18,90.3,0,0.9,37.61
95.0,15.62,1.386,21.656,1378,677.297489,669.5075367,0.99,235.3,53.2,30.4,30.7,7.24,2.1,16.98,3.84,15.47,5.27,20.78,0.07,120,27,110,37.0,0,,0,REST,17.9,46,642,755,4864,202.7,3.38,6,52.0,0,191,4673,0,3.9,96.1,0.99,0,1.28,2.56,3.84,0.33,0.25,1.336,3,0,0,,17,90.5,0,1.08,39.08
99.0,18.07,1.668,30.145,912,1087.7402369,1060.0544227,0.97,273.8,72.5,26.6,27.2,11.63,3.3,16.41,4.35,15.2,5.45,20.79,0.06,116,31,108,39.0,0,,0,REST,17.9,46,643,755,7788,324.5,5.41,6,83.3,0,677,7111,0,8.7,91.3,0.97,0,0.97,2.35,3.32,0.29,0.19,1.479,4,0,0,,27,86.8,0,1.72,40.22
103.0,12.66,2.564,32.456,2703,993.9284618,1034.5223231,1.04,437.3,100.9,31.8,30.5,10.63,3.0,17.06,3.94,16.08,4.89,20.82,0.05,121,28,114,35.0,0,,0,REST,17.9,46,643,755,7221,300.9,5.01,6,77.2,0,0,7221,0,0.0,100.0,1.04,0,2.37,2.37,4.74,0.5,0.21,1.511,4,0,0,,25,85.8,0,1.08,36.65
108.0,13.04,1.986,25.904,2179,684.5462079,757.7242794,1.11,347.1,71.8,36.5,33.0,7.32,2.1,17.48,3.62,16.49,4.66,20.77,0.05,124,26,117,33.0,0,,0,REST,17.9,46,643,755,5045,210.2,3.5,7,54.0,0,0,5045,0,0.0,100.0,1.11,0,1.46,3.14,4.6,0.32,0.24,1.413,5,0,0,,17,88.7,0,1.36,35.19
